game_id,inputprogvers,visteam,hometeam,date,site,number,starttime,daynight,usedh,umphome,ump1b,ump2b,ump3b,scorer,translator,inputter,inputtime,howscored,pitches,temp,winddir,windspeed,fieldcond,precip,sky,timeofgame,attendance,wp,lp,save,gwrbi,htbf
BRO191108262,"""version 7RS(19) of 07/07/92""",CHN,BRO,1911/08/26,NYC12,2,0:00PM,day,false,riglc901,finnw901,(none),(none),,"""Ruane""","""Ruane""",2004/05/25 8:26PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,105,22000,colek101,schab102,,,
BRO191108280,"""version 7RS(19) of 07/07/92""",CIN,BRO,1911/08/28,NYC12,0,0:00PM,day,false,odayh101,emslb101,(none),(none),,"""Ruane""","""Ruane""",2004/05/25 5:31PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,104,1500,froma101,ruckn101,gasph101,,
BRO191109011,"""version 7RS(19) of 07/07/92""",BSN,BRO,1911/09/01,NYC12,1,0:00PM,day,false,johnj901,easom101,(none),(none),,"""Ruane""","""Ruane""",2004/05/25 9:58PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,122,0,burks101,tylel101,ruckn101,,
BRO191109012,"""version 7RS(19) of 07/07/92""",BSN,BRO,1911/09/01,NYC12,2,0:00PM,day,false,easom101,johnj901,(none),(none),,"""Turocy""","""Turocy""",1998/06/23 9:58PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,101,4000,browb102,knete101,,,
BRO191109021,"""version 7RS(19) of 07/07/92""",BSN,BRO,1911/09/02,NYC12,1,0:00PM,day,false,johnj901,easom101,(none),(none),"""589,96,99,269,606""","""Wayne Townsend""","""Wayne Townsend""",2024/01/31 5:23PM,park,none,0,unknown,-1,unknown,unknown,unknown,96,0,bargc101,hoggb102,,,
BRO191109022,"""version 7RS(19) of 07/07/92""",BSN,BRO,1911/09/02,NYC12,2,0:00PM,day,false,easom101,johnj901,(none),(none),"""589,96,99,269,606""","""Wayne Townsend""","""Wayne Townsend""",2024/02/02 3:52AM,park,none,0,unknown,-1,unknown,unknown,unknown,119,12000,younc102,schab102,,,
BRO191109041,"""version 7RS(19) of 07/07/92""",PHI,BRO,1911/09/04,NYC12,1,0:00PM,day,false,easom101,johnj901,(none),(none),,"""Turocy""","""Turocy""",1998/06/23 10:52PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,105,4000,knete101,alexg102,,,
BRO191109042,"""version 7RS(19) of 07/07/92""",PHI,BRO,1911/09/04,NYC12,2,0:00PM,day,false,johnj901,easom101,(none),(none),,"""Turocy""","""Turocy""",1998/06/23 10:52PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,102,8000,ruckn101,moore103,,,
BRO191109050,"""version 7RS(19) of 07/07/92""",PHI,BRO,1911/09/05,NYC12,0,0:00PM,day,false,johnj901,easom101,(none),(none),,"""Turocy""","""Turocy""",1998/06/30 8:24PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,93,2000,curtc101,burks101,,,
BRO191109060,"""version 7RS(19) of 07/07/92""",PHI,BRO,1911/09/06,NYC12,0,0:00PM,day,false,johnj901,easom101,(none),(none),,"""Ruane""","""Ruane""",2004/05/25 8:24PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,127,2000,stace101,schab102,,,
BRO191110040,"""version 7RS(19) of 07/07/92""",NY1,BRO,1911/10/04,NYC12,0,0:00PM,day,false,klemb901,brenb901,(none),(none),,"""Turocy""","""Turocy""",1998/08/03 9:27AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,95,2500,mathc102,ruckn101,,,
BRO191110050,"""version 7RS(19) of 07/07/92""",NY1,BRO,1911/10/05,NYC12,0,0:00PM,day,false,brenb901,klemb901,(none),(none),,"""Turocy""","""Turocy""",1998/08/03 9:46AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,90,1000,maxwb101,bargc101,,,
BRO191110061,"""version 7RS(19) of 07/07/92""",BSN,BRO,1911/10/06,NYC12,1,0:00PM,day,false,bushg901,brenb901,(none),(none),,"""Ruane""","""Ruane""",1998/08/03 10:27AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,107,0,donne102,ragap101,,,
BRO191110062,"""version 7RS(19) of 07/07/92""",BSN,BRO,1911/10/06,NYC12,2,0:00PM,day,false,brenb901,bushg901,(none),(none),,"""Turocy""","""Turocy""",1998/08/03 10:27AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,107,2500,dente101,younc102,schab102,,
BRO191110090,"""version 7RS(19) of 07/07/92""",NY1,BRO,1911/10/09,NYC12,0,0:00PM,day,false,bushg901,finnw901,(none),(none),,"""Turocy""","""Turocy""",1998/08/03 11:20AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,105,1500,wilth102,knete101,,,
BRO191110100,"""version 7RS(19) of 07/07/92""",NY1,BRO,1911/10/10,NYC12,0,0:00PM,day,false,finnw901,bushg901,(none),(none),,"""Turocy""","""Turocy""",1998/08/03 11:25AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,90,1500,bargc101,maxwb101,,,
DET191104130,"""version 7RS(19) of 07/07/92""",CHA,DET,1911/04/13,DET02,0,0:00PM,day,false,perrb901,sherj901,(none),(none),"""69,109""","""Turocy""","""Turocy""",1997/09/28 2:10AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,110,5107,mullg102,walse101,,,
DET191104140,"""version 7RS(19) of 07/07/92""",CHA,DET,1911/04/14,DET02,0,0:00PM,day,false,perrb901,sherj901,(none),(none),"""69,109""","""Turocy""","""Turocy""",1998/02/17 5:59PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,95,6136,wille103,langf101,,,
DET191104150,"""version 7RS(19) of 07/07/92""",CHA,DET,1911/04/15,DET02,0,0:00PM,day,false,perrb901,sherj901,(none),(none),"""109""","""Turocy""","""Turocy""",1998/02/17 6:10PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,90,5840,workr101,scotj104,,,
DET191104160,"""version 7RS(19) of 07/07/92""",CLE,DET,1911/04/16,DET02,0,0:00PM,day,false,perrb901,sherj901,(none),(none),"""39,56,118""","""Alex Jakovljevic""","""Rob Wood""",2025/04/07 7:54AM,park,none,0,unknown,-1,unknown,unknown,unknown,108,14063,livej101,westh102,,,
DET191104180,"""version 7RS(19) of 07/07/92""",CLE,DET,1911/04/18,DET02,0,0:00PM,day,false,perrb901,sherj901,(none),(none),"""248""","""Cliff Blau""","""Cliff Blau""",2016/12/22 12:20PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,115,5514,mullg102,kahlg101,,,
DET191104230,"""version 7RS(19) of 07/07/92""",SLA,DET,1911/04/23,DET02,0,0:00PM,day,false,olous901,dinnb101,(none),(none),"""56,208""","""David W. Smith""","""David W. Smith""",2025/04/10 2:16PM,park,none,0,unknown,-1,unknown,unknown,unknown,145,9440,mullg102,georl101,,,
DET191104240,"""version 7RS(19) of 07/07/92""",SLA,DET,1911/04/24,DET02,0,0:00PM,day,false,olous901,dinnb101,(none),(none),"""248""","""Cliff Blau""","""Cliff Blau""",2016/12/22 4:29PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,105,4633,livej101,hamie101,,,
DET191104250,"""version 7RS(19) of 07/07/92""",SLA,DET,1911/04/25,DET02,0,0:00PM,day,false,olous901,dinnb101,(none),(none),"""248""","""Cliff Blau""","""Cliff Blau""",2016/12/22 7:55PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,140,4537,wille103,lakej101,,,
DET191104260,"""version 7RS(19) of 07/07/92""",CLE,DET,1911/04/26,DET02,0,0:00PM,day,false,olous901,dinnb101,(none),(none),"""248""","""Cliff Blau""","""Cliff Blau""",2016/12/23 1:25PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,125,5318,workr101,mitcw101,,,
DET191104300,"""version 7RS(19) of 07/07/92""",CLE,DET,1911/04/30,DET02,0,0:00PM,day,false,olous901,dinnb101,(none),(none),"""39,118,56""","""David W. Smith""","""David W. Smith""",2025/04/11 4:46PM,park,none,0,unknown,-1,unknown,unknown,unknown,105,14156,workr101,mitcw101,,,
DET191105010,"""version 7RS(19) of 07/07/92""",CLE,DET,1911/05/01,DET02,0,0:00PM,day,false,dinnb101,olous901,(none),(none),"""248""","""Cliff Blau""","""Cliff Blau""",2016/12/24 1:21PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,120,2378,covit101,kahlg101,,,
DET191105090,"""version 7RS(19) of 07/07/92""",NYA,DET,1911/05/09,DET02,0,0:00PM,day,false,connt901,eganr101,(none),(none),"""73""","""Turocy""","""Turocy""",1998/11/12 11:50PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,100,10139,workr101,warhj101,,,
DET191105100,"""version 7RS(19) of 07/07/92""",NYA,DET,1911/05/10,DET02,0,0:00PM,day,false,eganr101,connt901,(none),(none),"""73,56""","""Turocy/RWood""","""Turocy/RWood""",1998/12/01 5:50PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,111,6434,fishr101,mullg102,,,
DET191105110,"""version 7RS(19) of 07/07/92""",NYA,DET,1911/05/11,DET02,0,0:00PM,day,false,connt901,eganr101,(none),(none),"""73,56""","""Turocy/RWood""","""Turocy/RWood""",1998/12/01 6:08PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,125,5938,fordr101,livej101,,,
DET191105120,"""version 7RS(19) of 07/07/92""",NYA,DET,1911/05/12,DET02,0,0:00PM,day,false,eganr101,connt901,(none),(none),"""73,56""","""Turocy/RWood""","""Turocy/RWood""",1998/12/01 6:25PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,140,5057,covit101,caldr101,,,
DET191105130,"""version 7RS(19) of 07/07/92""",BOS,DET,1911/05/13,DET02,0,0:00PM,day,false,connt901,eganr101,(none),(none),"""248""","""Cliff Blau""","""Cliff Blau""",2016/12/25 4:11PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,155,11034,woodj108,mullg102,,,
DET191105140,"""version 7RS(19) of 07/07/92""",BOS,DET,1911/05/14,DET02,0,0:00PM,day,false,eganr101,connt901,(none),(none),"""71,163,56""","""David W. Smith""","""David W. Smith""",2025/04/19 9:32PM,park,none,0,unknown,-1,unknown,unknown,unknown,124,17054,livej101,collr103,,,
DET191105150,"""version 7RS(19) of 07/07/92""",BOS,DET,1911/05/15,DET02,0,0:00PM,day,false,connt901,eganr101,(none),(none),"""248""","""Cliff Blau""","""Cliff Blau""",2016/12/25 7:26PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,121,4663,covit101,woodj108,,,
DET191105160,"""version 7RS(19) of 07/07/92""",BOS,DET,1911/05/16,DET02,0,0:00PM,day,false,eganr101,connt901,(none),(none),"""71,163,56""","""David W. Smith""","""David W. Smith""",2025/04/20 10:13PM,park,none,0,unknown,-1,unknown,unknown,unknown,131,4129,lafie101,cicoe101,,,
DET191105180,"""version 7RS(19) of 07/07/92""",PHA,DET,1911/05/18,DET02,0,0:00PM,day,false,olous901,dinnb101,(none),(none),"""248""","""Cliff Blau""","""Cliff Blau""",2016/12/26 1:35PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,118,8426,mullg102,plane101,,,
DET191105190,"""version 7RS(19) of 07/07/92""",PHA,DET,1911/05/19,DET02,0,0:00PM,day,false,dinnb101,olous901,(none),(none),"""56,266""","""Jim Herdman""","""Jim Herdman""",2025/04/25 4:10PM,park,none,90,unknown,-1,dry,none,sunny,131,6741,workr101,russl101,,,
DET191105200,"""version 7RS(19) of 07/07/92""",PHA,DET,1911/05/20,DET02,0,0:00PM,day,false,olous901,dinnb101,(none),(none),"""248""","""Cliff Blau""","""Cliff Blau""",2016/12/26 3:52PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,139,10772,coomj101,donob101,plane101,,
DET191105210,"""version 7RS(19) of 07/07/92""",PHA,DET,1911/05/21,DET02,0,0:00PM,day,false,dinnb101,olous901,(none),(none),"""56,266""","""Jim Herdman""","""Jim Herdman""",2025/04/26 11:02PM,park,none,0,unknown,-1,unknown,unknown,unknown,129,13086,krauh101,livej101,,,
DET191105220,"""version 7RS(19) of 07/07/92""",WS1,DET,1911/05/22,DET02,0,0:00PM,day,false,olous901,dinnb101,(none),(none),"""248""","""Cliff Blau""","""Cliff Blau""",2016/12/26 7:53PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,112,2770,walkd102,lafie101,,,
DET191105230,"""version 7RS(19) of 07/07/92""",WS1,DET,1911/05/23,DET02,0,0:00PM,day,false,dinnb101,olous901,(none),(none),"""248""","""Cliff Blau""","""Cliff Blau""",2016/12/27 1:34PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,128,2257,mullg102,johnw102,,,
DET191105240,"""version 7RS(19) of 07/07/92""",WS1,DET,1911/05/24,DET02,0,0:00PM,day,false,olous901,dinnb101,(none),(none),"""248""","""Cliff Blau""","""Cliff Blau""",2016/12/27 3:59PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,165,4030,workr101,hught103,,,
DET191105250,"""version 7RS(19) of 07/07/92""",WS1,DET,1911/05/25,DET02,0,0:00PM,day,false,dinnb101,olous901,(none),(none),"""248""","""Cliff Blau""","""Cliff Blau""",2016/12/27 7:52PM,unknown,none,0,unknown,-1,unknown,none,sunny,108,4277,johnw102,wille103,,,
DET191105270,"""version 7RS(19) of 07/07/92""",SLA,DET,1911/05/27,DET02,0,0:00PM,day,false,evanb901,mullj901,(none),(none),"""248""","""Cliff Blau""","""Cliff Blau""",2016/12/28 1:30PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,110,4197,lafie101,bailb101,,,
DET191105280,"""version 7RS(19) of 07/07/92""",SLA,DET,1911/05/28,DET02,0,0:00PM,day,false,mullj901,evanb901,(none),(none),"""56,266""","""Jim Herdman""","""Jim Herdman""",2025/04/27 10:21PM,park,none,0,unknown,-1,dry,none,sunny,140,4636,hamie101,covit101,,,
DET191106180,"""version 7RS(19) of 07/07/92""",CHA,DET,1911/06/18,DET02,0,0:00PM,day,false,perrb901,dinnb101,(none),(none),"""381,56,426,111""","""David W. Smith""","""David W. Smith""",2025/05/07 6:58PM,park,none,0,unknown,-1,unknown,unknown,unknown,140,10111,mitcc102,walse101,,,
DET191106190,"""version 7RS(19) of 07/07/92""",CHA,DET,1911/06/19,DET02,0,0:00PM,day,false,dinnb101,perrb901,(none),(none),"""109""","""Turocy""","""Turocy""",1999/01/14 10:05PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,114,3967,wille103,youni101,,,
DET191106200,"""version 7RS(19) of 07/07/92""",CLE,DET,1911/06/20,DET02,0,0:00PM,day,false,perrb901,dinnb101,(none),(none),"""56,39,118""","""Cliff Blau""","""Cliff Blau""",2025/05/07 4:07PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,127,3516,livej101,mitcw101,,,
DET191106210,"""version 7RS(19) of 07/07/92""",CLE,DET,1911/06/21,DET02,0,0:00PM,day,false,dinnb101,perrb901,(none),(none),"""56,39,118""","""Cliff Blau""","""Cliff Blau""",2025/05/08 7:44PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,118,4425,lafie101,blanf102,,,
DET191106220,"""version 7RS(19) of 07/07/92""",CLE,DET,1911/06/22,DET02,0,0:00PM,day,false,perrb901,dinnb101,(none),(none),"""56,39,118""","""Cliff Blau""","""Cliff Blau""",2025/05/09 4:02PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,89,3383,westh102,summe101,,,
DET191106230,"""version 7RS(19) of 07/07/92""",CLE,DET,1911/06/23,DET02,0,0:00PM,day,false,dinnb101,perrb901,(none),(none),"""39,56,118""","""Rob Wood""","""Rob Wood""",2025/05/03 3:37PM,park,none,0,unknown,-1,unknown,unknown,unknown,88,2288,workr101,younc102,,,
DET191106280,"""version 7RS(19) of 07/07/92""",SLA,DET,1911/06/28,DET02,0,0:00PM,day,false,evanb901,mullj901,(none),(none),"""56,128,208""","""Jim Herdman""","""Jim Herdman""",2025/05/11 1:55PM,park,none,0,unknown,-1,unknown,unknown,unknown,100,2771,lafie101,hamie101,,,
DET191106290,"""version 7RS(19) of 07/07/92""",SLA,DET,1911/06/29,DET02,0,0:00PM,day,false,mullj901,evanb901,(none),(none),"""56,208,410""","""Jim Herdman""","""Jim Herdman""",2025/05/12 7:38PM,park,none,0,unknown,-1,unknown,unknown,unknown,118,2878,powej105,workr101,,,
DET191107010,"""version 7RS(19) of 07/07/92""",SLA,DET,1911/07/01,DET02,0,0:00PM,day,false,evanb901,mullj901,(none),(none),"""56,208,410""","""Jim Herdman""","""Jim Herdman""",2025/05/13 5:26PM,park,none,0,unknown,-1,unknown,unknown,unknown,98,3904,wille103,hamie101,,,
DET191107020,"""version 7RS(19) of 07/07/92""",CLE,DET,1911/07/02,DET02,0,0:00PM,day,false,dinnb101,perrb901,(none),(none),"""56,410,39,118""","""David W. Smith""","""David W. Smith""",2025/05/12 2:04PM,park,none,0,unknown,-1,unknown,unknown,unknown,108,5385,summe101,krapg101,,,
DET191107041,"""version 7RS(19) of 07/07/92""",CHA,DET,1911/07/04,DET02,1,0:00PM,day,false,evanb901,mullj901,(none),(none),"""212""","""Tom Thress""","""Tom Thress""",2025/02/14 7:01AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,134,7192,walse101,livej101,,,
DET191107050,"""version 7RS(19) of 07/07/92""",CHA,DET,1911/07/05,DET02,0,0:00PM,day,false,mullj901,evanb901,(none),(none),"""69,109""","""Turocy""","""Turocy""",1998/01/17 9:09PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,95,1681,wille103,youni101,,,
DET191107070,"""version 7RS(19) of 07/07/92""",WS1,DET,1911/07/07,DET02,0,0:00PM,day,false,perrb901,dinnb101,(none),(none),"""56,222,408,408a,410,427""","""Cliff Blau""","""Cliff Blau""",2025/05/17 4:38PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,122,3546,lafie101,grayd101,,,
DET191107080,"""version 7RS(19) of 07/07/92""",WS1,DET,1911/07/08,DET02,0,0:00PM,day,false,dinnb101,perrb901,(none),(none),"""56,222,408,408a,410,427""","""Cliff Blau""","""Cliff Blau""",2025/05/18 4:25PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,118,4720,covit101,walkd102,,,
DET191107090,"""version 7RS(19) of 07/07/92""",WS1,DET,1911/07/09,DET02,0,0:00PM,day,false,dinnb101,perrb901,(none),(none),"""56,212,222,408,408a,427""","""Cliff Blau""","""Cliff Blau""",2025/05/20 5:12PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,130,6252,johnw102,wille103,,,
DET191107100,"""version 7RS(19) of 07/07/92""",WS1,DET,1911/07/10,DET02,0,0:00PM,day,false,perrb901,dinnb101,(none),(none),"""56,212,222,408,408a,410,427""","""Cliff Blau""","""Cliff Blau""",2025/05/21 4:43PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,117,1940,summe101,groob101,,,
DET191107110,"""version 7RS(19) of 07/07/92""",PHA,DET,1911/07/11,DET02,0,0:00PM,day,false,dinnb101,perrb901,(none),(none),"""56,212,410,266""","""David W. Smith""","""David W. Smith""",2025/05/22 10:25PM,park,none,0,unknown,-1,unknown,unknown,unknown,149,8060,covit101,coomj101,lafie101,,
DET191107120,"""version 7RS(19) of 07/07/92""",PHA,DET,1911/07/12,DET02,0,0:00PM,day,false,perrb901,dinnb101,(none),(none),"""56,212,266""","""David W. Smith""","""David W. Smith""",2025/05/23 2:26PM,park,none,0,unknown,-1,unknown,unknown,unknown,102,10125,donob101,krauh101,,,
DET191107130,"""version 7RS(19) of 07/07/92""",PHA,DET,1911/07/13,DET02,0,0:00PM,day,false,dinnb101,perrb901,(none),(none),"""56,212,410,266""","""David W. Smith""","""David W. Smith""",2025/05/24 3:16PM,park,none,0,unknown,-1,unknown,unknown,unknown,148,9870,summe101,bendc101,,,
DET191107140,"""version 7RS(19) of 07/07/92""",PHA,DET,1911/07/14,DET02,0,0:00PM,day,false,perrb901,dinnb101,(none),(none),"""56,212,266,410""","""David W. Smith""","""David W. Smith""",2025/05/25 3:35PM,park,none,0,unknown,-1,unknown,unknown,unknown,116,10631,mullg102,coomj101,,,
DET191107150,"""version 7RS(19) of 07/07/92""",BOS,DET,1911/07/15,DET02,0,0:00PM,day,false,connt901,eganr101,(none),(none),"""56,71,163,410,574""","""Jim Herdman""","""Jim Herdman""",2025/05/25 11:12AM,park,none,0,unknown,-1,dry,none,unknown,118,7409,wille103,woodj108,,,
DET191107160,"""version 7RS(19) of 07/07/92""",BOS,DET,1911/07/16,DET02,0,0:00PM,day,false,eganr101,connt901,(none),(none),"""56,71,163,410,574""","""Jim Herdman""","""Jim Herdman""",2025/05/25 9:31PM,park,none,0,unknown,-1,wet,unknown,cloudy,121,6280,summe101,cicoe101,,,
DET191107170,"""version 7RS(19) of 07/07/92""",BOS,DET,1911/07/17,DET02,0,0:00PM,day,false,connt901,eganr101,(none),(none),"""56,71,163,574""","""Rob Wood""","""Rob Wood""",2025/05/14 11:09PM,park,none,0,unknown,-1,unknown,unknown,unknown,102,4022,lafie101,collr103,,,
DET191107180,"""version 7RS(19) of 07/07/92""",BOS,DET,1911/07/18,DET02,0,0:00PM,day,false,eganr101,connt901,(none),(none),"""56,71,163,410,574""","""Jim Herdman""","""Jim Herdman""",2025/05/27 5:55PM,park,none,0,unknown,-1,unknown,unknown,unknown,120,3157,donob101,karge101,,,
DET191107200,"""version 7RS(19) of 07/07/92""",NYA,DET,1911/07/20,DET02,0,0:00PM,day,false,eganr101,connt901,(none),(none),"""589,56,96,99,606""","""Wayne Townsend""","""Wayne Townsend""",2023/10/10 4:51PM,park,none,0,unknown,-1,unknown,unknown,unknown,139,6276,vaugh101,wille103,,,
DET191107210,"""version 7RS(19) of 07/07/92""",NYA,DET,1911/07/21,DET02,0,0:00PM,day,false,eganr101,connt901,(none),(none),"""589,56,96,606""","""Wayne Townsend""","""Wayne Townsend""",2023/09/15 10:26AM,park,none,0,unknown,-1,unknown,unknown,unknown,125,5203,fordr101,summe101,,,
DET191107220,"""version 7RS(19) of 07/07/92""",NYA,DET,1911/07/22,DET02,0,0:00PM,day,false,connt901,eganr101,(none),(none),"""589,56,606,96,99""","""Wayne Townsend""","""Wayne Townsend""",2024/03/19 5:43PM,park,none,0,unknown,-1,soaked,unknown,unknown,192,9269,warhj101,wille103,,,
DET191107230,"""version 7RS(19) of 07/07/92""",NYA,DET,1911/07/23,DET02,0,0:00PM,day,false,eganr101,connt901,(none),(none),"""73""","""Turocy""","""Turocy""",1998/03/26 2:56AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,115,12121,fishr101,donob101,,,
DET191108120,"""version 7RS(19) of 07/07/92""",CHA,DET,1911/08/12,DET02,0,0:00PM,day,false,connt901,parkd102,(none),(none),"""109""","""Turocy""","""Turocy""",1998/03/21 3:42PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,125,8623,scotj104,workr101,walse101,,
DET191108170,"""version 7RS(19) of 07/07/92""",BOS,DET,1911/08/17,DET02,0,0:00PM,day,false,eganr101,evanb901,(none),(none),"""56,71,163,212,574""","""Rob Wood""","""Rob Wood""",2025/05/28 5:09PM,park,none,0,unknown,-1,unknown,unknown,unknown,125,5808,papel101,mullg102,woodj108,,
DET191108180,"""version 7RS(19) of 07/07/92""",BOS,DET,1911/08/18,DET02,0,0:00PM,day,false,evanb901,eganr101,(none),(none),"""56,410,269,163,212,574""","""Cliff Blau""","""Cliff Blau""",2025/06/06 4:41PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,131,4355,naglj101,wille103,,,
DET191108190,"""version 7RS(19) of 07/07/92""",BOS,DET,1911/08/19,DET02,0,0:00PM,day,false,eganr101,evanb901,(none),(none),"""56,269,163,410,574""","""Cliff Blau""","""Cliff Blau""",2025/06/07 4:16PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,115,7727,summe101,woodj108,,,
DET191108200,"""version 7RS(19) of 07/07/92""",NYA,DET,1911/08/20,DET02,0,0:00PM,day,false,evanb901,eganr101,(none),(none),"""73,56,96""","""Turocy/RWood""","""Turocy/RWood""",1998/05/17 5:37PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,126,12090,caldr101,lafie101,,,
DET191108210,"""version 7RS(19) of 07/07/92""",NYA,DET,1911/08/21,DET02,0,0:00PM,day,false,eganr101,evanb901,(none),(none),"""589,56,96,99""","""Wayne Townsend""","""Wayne Townsend""",2024/01/11 5:25AM,park,none,0,unknown,-1,unknown,unknown,unknown,130,4750,donob101,warhj101,,,
DET191108220,"""version 7RS(19) of 07/07/92""",NYA,DET,1911/08/22,DET02,0,0:00PM,day,false,evanb901,eganr101,(none),(none),"""589,56,96,99""","""Wayne Townsend""","""Wayne Townsend""",2024/01/12 3:48PM,park,none,0,unknown,-1,unknown,unknown,cloudy,122,5500,fordr101,mullg102,,,
DET191108251,"""version 7RS(19) of 07/07/92""",WS1,DET,1911/08/25,DET02,1,0:00PM,day,false,dinnb101,perrb901,(none),(none),"""56,212,222,408,408a,427""","""Rob Wood""","""Rob Wood""",2025/06/17 2:45PM,park,none,0,unknown,-1,unknown,unknown,unknown,122,0,johnw102,mullg102,,,
DET191108252,"""version 7RS(19) of 07/07/92""",WS1,DET,1911/08/25,DET02,2,0:00PM,day,false,perrb901,dinnb101,(none),(none),"""56,212,222,408,408a,427""","""Rob Wood""","""Rob Wood""",2025/06/17 10:27PM,park,none,0,unknown,-1,unknown,unknown,unknown,127,8567,wille103,grayd101,,,true
DET191108260,"""version 7RS(19) of 07/07/92""",WS1,DET,1911/08/26,DET02,0,0:00PM,day,false,dinnb101,perrb901,(none),(none),"""56,222,408,408a,410,427""","""Jim Herdman""","""Jim Herdman""",2025/06/08 5:08PM,park,none,0,unknown,-1,unknown,unknown,unknown,119,5579,livej101,beckc102,,,
DET191108270,"""version 7RS(19) of 07/07/92""",PHA,DET,1911/08/27,DET02,0,0:00PM,day,false,perrb901,dinnb101,(none),(none),"""73,56,266,644""","""Turocy/RWood""","""Turocy/RWood""",1998/06/01 12:21AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,113,17038,summe101,bendc101,,,
DET191108280,"""version 7RS(19) of 07/07/92""",PHA,DET,1911/08/28,DET02,0,0:00PM,day,false,dinnb101,perrb901,(none),(none),"""56,266,410""","""Jim Herdman""","""Jim Herdman""",2025/06/09 6:18PM,park,none,0,unknown,-1,unknown,unknown,unknown,107,7596,plane101,donob101,,,
DET191108290,"""version 7RS(19) of 07/07/92""",PHA,DET,1911/08/29,DET02,0,0:00PM,day,false,perrb901,dinnb101,(none),(none),"""56,212,266,410""","""Jim Herdman""","""Jim Herdman""",2025/06/10 6:11PM,park,none,0,unknown,-1,unknown,unknown,unknown,138,6701,workr101,coomj101,,,
DET191109061,"""version 7RS(19) of 07/07/92""",SLA,DET,1911/09/06,DET02,1,0:00PM,day,false,eganr101,olous901,(none),(none),"""56,102,208,212,410""","""Rob Wood""","""Rob Wood""",2025/06/22 2:06PM,park,none,0,unknown,-1,unknown,unknown,unknown,94,0,wille103,hamie101,,,
DET191109062,"""version 7RS(19) of 07/07/92""",SLA,DET,1911/09/06,DET02,2,0:00PM,day,false,olous901,eganr101,(none),(none),"""56,208,212,410""","""Rob Wood""","""Rob Wood""",2025/06/22 7:30PM,park,none,0,unknown,-1,unknown,unknown,unknown,113,4985,georl101,taylw101,,,
DET191109080,"""version 7RS(19) of 07/07/92""",CHA,DET,1911/09/08,DET02,0,0:00PM,day,false,eganr101,olous901,(none),(none),"""69""","""Turocy""","""Turocy""",1998/03/02 7:33PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,103,3257,walse101,summe101,,,
